GEMMID,KernelID,EFF,us
95,55,0.421184,1003.05
95,79,0.449322,940.24
95,30,0.979741,431.21
95,91,0.663771,636.47
95,24,0.489758,862.61
95,71,0.830518,508.68
95,16,0.334825,1261.76
95,76,0.856759,493.1
95,62,0.657651,642.39
95,2,0.307077,1375.78
95,35,0.83617,505.24
95,22,0.897643,470.64
95,8,0.664943,635.35
95,70,0.338208,1249.14
95,32,0.904425,467.11
95,21,0.41604,1015.45
95,36,0.571763,738.89
95,45,0.592446,713.09
95,77,0.953548,443.05
95,83,0.914114,462.16
95,99,0.620851,680.47
95,66,0.733931,575.63
95,5,0.384695,1098.19
95,39,0.616303,685.49
95,90,0.756278,558.62
95,11,0.801656,527.0
95,93,0.660347,639.77
95,56,0.9303,454.12
95,18,0.964676,437.94
95,73,0.720376,586.46
95,88,0.766326,551.29
95,63,0.571159,739.67
95,81,0.7628,553.84
95,4,0.382503,1104.49
95,82,0.412029,1025.34
95,75,0.266424,1585.71
95,13,0.758266,557.15
95,7,0.938193,450.3
95,68,0.681069,620.3
95,60,0.45254,933.55
95,26,0.879164,480.54
95,98,0.83108,508.34
95,64,0.56504,747.68
96,56,0.41254,0.01
96,64,0.838768,0.01
96,19,0.705164,0.01
96,39,0.67521,0.01
96,38,0.85408,0.01
96,51,1.0,0.0
96,55,0.272505,0.02
96,50,0.780114,0.01
96,48,0.690428,0.01
96,77,0.634613,0.01
96,96,0.783403,0.01
96,88,0.63939,0.01
96,71,0.583068,0.01
96,28,0.578674,0.01
96,93,0.776781,0.01
96,0,0.709478,0.01
96,72,0.66797,0.01
96,81,0.471457,0.01
96,89,0.672246,0.01
96,26,0.606795,0.01
96,66,0.747829,0.01
96,52,0.671144,0.01
96,98,0.438844,0.01
96,20,0.460402,0.01
96,45,0.78297,0.01
96,2,0.392879,0.01
97,62,0.754781,0.01
97,81,0.848426,0.01
97,40,0.800852,0.01
97,51,0.935639,0.01
97,73,0.877158,0.01
97,89,0.480564,0.02
97,88,0.282647,0.03
97,1,0.706122,0.01
97,0,0.682018,0.01
97,94,0.614944,0.01
97,91,0.875061,0.01
97,93,0.903531,0.01
97,13,0.483979,0.02
97,83,0.526971,0.02
97,74,0.477161,0.02
97,98,0.554141,0.01
97,10,0.38533,0.02
97,59,0.485063,0.02
97,48,0.706693,0.01
97,43,0.973036,0.01
97,27,0.370409,0.02
97,22,0.631491,0.01
97,37,0.327452,0.03
97,39,0.521803,0.02
97,67,0.748201,0.01
97,30,0.689718,0.01
97,32,0.412275,0.02
97,79,0.389756,0.02
97,65,0.461932,0.02
97,61,0.96172,0.01
97,14,0.932033,0.01
97,47,0.993946,0.01
97,9,0.926297,0.01
97,97,0.519898,0.02
97,36,0.648168,0.01
97,63,0.840601,0.01
97,38,0.36665,0.02
97,72,0.581428,0.01
97,76,0.724403,0.01
97,7,0.617973,0.01
97,60,0.747634,0.01
97,29,0.729358,0.01
97,66,0.74307,0.01
97,3,0.377937,0.02
97,45,0.766891,0.01
97,44,0.91521,0.01
97,35,0.637113,0.01
97,28,0.388929,0.02
97,90,0.857684,0.01
97,8,0.663394,0.01
97,85,0.423273,0.02
97,75,0.861413,0.01
97,34,0.66723,0.01
97,11,0.510942,0.02
97,2,0.49724,0.02
97,16,0.677547,0.01
97,56,0.402181,0.02
97,55,0.391471,0.02
97,70,1.0,0.01
97,15,0.603696,0.01
97,33,0.640839,0.01
97,96,0.770992,0.01
97,68,0.448361,0.02
97,12,0.751005,0.01
97,18,0.962371,0.01
97,82,0.853878,0.01
97,46,0.549657,0.02
97,87,0.527162,0.02
97,86,0.41268,0.02
97,80,0.613237,0.01
97,71,0.805949,0.01
97,21,0.716411,0.01
97,52,0.787065,0.01
97,64,0.235384,0.04
97,26,0.999939,0.01
97,41,0.498998,0.02
97,19,0.516736,0.02
97,78,0.884398,0.01
98,7,0.284658,0.02
98,70,0.559181,0.01
98,50,0.748898,0.01
98,10,0.519927,0.01
98,33,0.47662,0.01
98,89,0.664516,0.01
98,78,0.580864,0.01
98,98,0.550728,0.01
98,37,1.0,0.0
98,18,0.596387,0.01
98,47,0.655726,0.01
98,4,0.703684,0.01
98,59,0.764049,0.01
98,79,0.866977,0.01
98,97,0.632726,0.01
98,48,0.914828,0.01
98,86,0.681607,0.01
98,77,0.622762,0.01
98,81,0.527471,0.01
98,57,0.65518,0.01
98,64,0.382016,0.01
98,95,0.768892,0.01
98,20,0.242116,0.02
98,88,0.457122,0.01
98,99,0.447102,0.01
98,8,0.278192,0.02
98,36,0.500053,0.01
98,96,0.345966,0.01
98,35,0.669264,0.01
98,34,0.843799,0.01
98,17,0.696362,0.01
98,32,0.521344,0.01
98,85,0.567604,0.01
98,1,0.619175,0.01
98,60,0.763475,0.01
98,28,0.425368,0.01
98,62,0.707612,0.01
98,72,0.312746,0.01
98,15,0.481241,0.01
98,45,0.564643,0.01
98,54,0.413357,0.01
98,92,0.455015,0.01
99,11,0.805056,0.0
99,67,0.316648,0.0
99,83,0.620358,0.0
99,38,0.873622,0.0
99,31,0.440918,0.0
99,53,0.459115,0.0
99,97,0.719736,0.0
99,55,0.679514,0.0
99,6,0.348429,0.0
99,85,0.913318,0.0
99,23,0.151066,0.0
99,86,0.778165,0.0
99,2,0.689905,0.0
99,80,0.627476,0.0
99,77,0.567927,0.0
99,25,0.912089,0.0
99,99,0.3844,0.0
99,28,0.578588,0.0
99,60,0.728894,0.0
99,70,0.713371,0.0
99,69,0.904905,0.0
99,91,0.816552,0.0
99,20,0.76517,0.0
99,8,0.964416,0.0
99,4,0.621621,0.0
99,74,0.615662,0.0
99,30,0.909012,0.0
99,94,0.520298,0.0
99,62,0.642377,0.0
99,52,0.343638,0.0
99,63,0.749541,0.0
99,58,0.635683,0.0
99,59,0.436977,0.0
99,68,0.632753,0.0
99,73,0.972298,0.0
99,72,0.615788,0.0
99,43,0.432409,0.0
99,48,0.534221,0.0
99,61,0.481226,0.0
99,29,0.242454,0.0
99,24,0.712463,0.0
99,19,0.721711,0.0
99,22,0.611988,0.0
99,57,0.539428,0.0
99,66,0.252749,0.0
99,21,0.306756,0.0
99,39,0.917003,0.0
99,3,0.645761,0.0
99,13,0.887328,0.0
99,16,0.763092,0.0
99,32,0.433129,0.0
99,7,0.693969,0.0
99,64,1.0,0.0
99,54,0.490998,0.0
99,44,0.510793,0.0
99,50,0.696981,0.0
100,1,0.27123,822.49
100,31,0.414568,538.11
100,69,0.871451,255.99
100,0,0.464593,480.17
100,87,0.364924,611.32
100,54,0.860703,259.19
100,86,0.375963,593.37
100,90,0.953682,233.92
100,74,0.880492,253.36
100,42,0.879922,253.53
100,64,0.791592,281.82
100,85,1.0,223.08
100,52,0.574208,388.51
100,17,0.82835,269.31
100,84,0.439384,507.72
100,8,0.49342,452.12
100,71,0.525716,424.34
100,92,0.408612,545.96
100,25,0.771852,289.02
100,88,0.456991,488.16
100,13,0.757644,294.44
100,12,0.738127,302.23
100,20,0.645296,345.71
100,89,0.433328,514.82
100,10,0.59926,372.27
100,59,0.774738,287.95
100,62,0.951927,234.35
100,3,0.885298,251.99
100,26,0.763428,292.21
100,50,0.876074,254.64
100,94,0.844165,264.27
100,49,0.363435,613.82
100,70,0.722644,308.71
100,29,0.107955,2066.45
100,67,0.682857,326.69
100,38,0.775446,287.68
100,61,0.42322,527.11
100,11,0.977635,228.19
100,32,0.505256,441.53
101,96,0.381249,0.0
101,45,0.876886,0.0
101,66,0.900175,0.0
101,64,0.502526,0.0
101,54,0.390427,0.0
101,68,0.686785,0.0
101,15,0.643309,0.0
101,7,0.921764,0.0
101,20,0.330759,0.0
101,42,0.825206,0.0
101,27,0.543222,0.0
101,12,0.72419,0.0
101,17,0.50276,0.0
101,75,0.265399,0.0
101,22,0.834947,0.0
101,95,0.431427,0.0
101,53,0.642855,0.0
101,16,0.734328,0.0
101,40,0.527345,0.0
101,34,0.755679,0.0
101,63,0.735919,0.0
101,65,1.0,0.0
101,6,0.507633,0.0
101,4,0.892585,0.0
101,72,0.673108,0.0
101,41,0.202108,0.01
102,77,0.195994,0.0
102,17,0.776834,0.0
102,97,0.469268,0.0
102,4,0.413025,0.0
102,29,0.40833,0.0
102,7,0.699541,0.0
102,19,0.739038,0.0
102,67,0.654145,0.0
102,56,0.14209,0.0
102,40,0.718228,0.0
102,91,0.545173,0.0
102,34,0.792129,0.0
102,96,0.496167,0.0
102,45,0.482903,0.0
102,64,0.606422,0.0
102,79,0.628605,0.0
102,23,0.37323,0.0
102,30,0.623699,0.0
102,1,0.679719,0.0
102,26,0.25075,0.0
102,53,0.885659,0.0
102,81,0.554055,0.0
102,48,0.681785,0.0
102,89,0.351863,0.0
102,62,0.889872,0.0
102,92,0.438534,0.0
102,61,0.634923,0.0
102,14,0.809649,0.0
102,21,0.529851,0.0
102,88,0.247667,0.0
102,60,0.292577,0.0
102,22,0.474335,0.0
102,99,0.536573,0.0
102,41,0.728368,0.0
102,43,0.869581,0.0
102,59,0.55616,0.0
102,8,0.560561,0.0
102,12,0.83744,0.0
102,85,0.520286,0.0
102,25,0.602459,0.0
102,18,0.261885,0.0
102,36,0.694637,0.0
102,84,0.335405,0.0
102,80,0.869128,0.0
102,82,0.407982,0.0
102,16,0.880333,0.0
102,44,0.661989,0.0
102,83,0.682872,0.0
102,6,0.454874,0.0
102,57,0.564681,0.0
102,47,0.554086,0.0
102,93,0.787029,0.0
102,20,0.218216,0.0
102,72,0.667077,0.0
102,28,0.51398,0.0
102,68,0.587335,0.0
102,11,0.331438,0.0
102,50,0.558961,0.0
102,86,0.742961,0.0
102,74,0.603344,0.0
102,90,0.749393,0.0
102,33,1.0,0.0
102,70,0.58768,0.0
102,9,0.632212,0.0
102,49,0.579953,0.0
102,63,0.246387,0.0
102,76,0.214823,0.0
102,3,0.469721,0.0
102,94,0.213437,0.0
102,38,0.290645,0.0
102,54,0.867109,0.0
102,65,0.85033,0.0
102,32,0.495463,0.0
102,24,0.834065,0.0
102,27,0.436164,0.0
102,69,0.810889,0.0
102,10,0.71164,0.0
102,13,0.763401,0.0
102,15,0.652571,0.0
102,31,0.539727,0.0
102,35,0.39453,0.0
102,98,0.704773,0.0
102,66,0.691196,0.0
102,2,0.679478,0.0
102,52,0.544943,0.0
102,39,0.825958,0.0
102,51,0.58334,0.0
102,87,0.786057,0.0
102,73,0.788187,0.0
102,42,0.733676,0.0
103,53,0.852744,0.11
103,71,0.275529,0.34
103,37,0.933156,0.1
103,98,0.147276,0.64
103,6,0.999316,0.09
103,27,0.709709,0.13
103,85,0.476988,0.2
103,12,0.778128,0.12
103,54,0.657024,0.14
103,25,0.473942,0.2
103,51,0.90923,0.1
103,60,0.973003,0.1
103,66,0.974581,0.1
103,8,0.724126,0.13
103,58,0.841841,0.11
103,40,0.286802,0.33
103,19,0.583229,0.16
103,33,0.761422,0.12
103,70,0.374345,0.25
103,86,0.258497,0.37
103,31,0.879533,0.11
103,43,0.320084,0.3
103,79,1.0,0.09
103,62,0.932199,0.1
103,49,0.722955,0.13
103,34,0.798107,0.12
103,20,0.709021,0.13
103,65,0.615932,0.15
103,29,0.464681,0.2
103,28,0.898868,0.11
103,1,0.60192,0.16
103,26,0.756943,0.13
103,45,0.540891,0.18
103,30,0.769688,0.12
103,46,0.8137,0.12
103,17,0.669405,0.14
103,50,0.649638,0.15
103,2,0.46151,0.21
103,82,0.991076,0.1
103,41,0.652587,0.15
103,74,0.634478,0.15
103,22,0.722916,0.13
103,92,0.892685,0.11
103,11,0.613882,0.15
103,38,0.494528,0.19
103,89,0.631219,0.15
103,35,0.733108,0.13
103,96,0.701549,0.14
103,15,0.780275,0.12
103,18,0.427714,0.22
103,67,0.747216,0.13
103,69,0.354268,0.27
103,5,0.498738,0.19
103,47,0.923567,0.1
103,16,0.50449,0.19
103,39,0.581187,0.16
103,55,0.850796,0.11
103,77,0.744905,0.13
103,83,0.789051,0.12
103,52,0.721189,0.13
103,21,0.66168,0.14
103,64,0.663023,0.14
103,42,0.471104,0.2
103,57,0.553945,0.17
103,81,0.81034,0.12
103,84,0.510596,0.19
103,76,0.950707,0.1
103,78,0.913182,0.1
103,61,0.576836,0.16
103,63,0.520463,0.18
103,13,0.453385,0.21
103,14,0.889182,0.11
103,32,0.740912,0.13
103,97,0.343864,0.28
103,88,0.811889,0.12
104,99,0.65746,0.73
104,57,0.633813,0.76
104,5,0.476902,1.01
104,94,0.548603,0.88
104,86,0.7697,0.62
104,65,0.568615,0.84
104,12,0.947518,0.51
104,0,0.806588,0.6
104,13,0.855813,0.56
104,34,0.480782,1.0
104,67,0.772238,0.62
104,88,0.647793,0.74
104,91,0.599599,0.8
104,21,0.492586,0.97
104,74,0.435678,1.1
104,56,0.317146,1.51
104,9,0.648077,0.74
104,78,0.502763,0.96
104,71,0.556658,0.86
104,68,0.798353,0.6
104,90,0.487455,0.99
104,97,0.848138,0.57
104,81,0.493201,0.97
104,76,0.908534,0.53
104,32,0.661844,0.73
104,31,0.776404,0.62
104,98,1.0,0.48
104,38,0.785845,0.61
104,70,0.869858,0.55
104,15,0.845064,0.57
104,17,0.351877,1.36
104,51,0.456552,1.05
104,96,0.717678,0.67
104,14,0.722444,0.66
104,62,0.680531,0.71
104,85,0.266162,1.8
104,1,0.509204,0.94
104,46,0.858122,0.56
104,92,0.341167,1.41
104,33,0.646966,0.74
104,54,0.710524,0.68
104,63,0.459832,1.04
104,20,0.557699,0.86
104,75,0.957875,0.5
104,79,0.546574,0.88
104,80,0.332557,1.44
104,37,0.602784,0.8
104,72,0.446522,1.08
104,61,0.602554,0.8
104,95,0.504421,0.95
104,41,0.866447,0.55
104,84,0.710314,0.68
104,2,0.971343,0.49
105,59,0.754164,16.51
105,42,0.570511,21.82
105,88,0.570386,21.83
105,80,0.807509,15.42
105,97,0.770696,16.15
105,75,0.682111,18.25
105,71,0.301373,41.31
105,31,0.584589,21.29
105,47,0.383295,32.48
105,84,0.816221,15.25
105,64,0.901318,13.81
105,76,0.743885,16.73
105,39,0.291685,42.68
105,57,0.824454,15.1
105,60,0.617003,20.18
105,7,0.806697,15.43
105,49,0.499869,24.9
105,73,0.771236,16.14
105,92,0.851059,14.63
105,94,0.55077,22.6
105,22,0.658402,18.91
105,67,0.811125,15.35
105,43,0.680396,18.3
105,30,0.269464,46.2
105,16,0.787347,15.81
105,6,0.183911,67.69
105,19,0.883833,14.09
105,40,1.0,12.45
105,87,0.504582,24.67
105,52,0.917307,13.57
105,10,0.248055,50.19
105,53,0.838727,14.84
105,85,0.906383,13.73
105,37,0.63794,19.51
105,70,0.292398,42.57
105,56,0.365,34.11
105,86,0.701458,17.75
105,33,0.618386,20.13
105,98,0.575693,21.62
105,50,0.69719,17.86
105,4,0.624056,19.95
105,62,0.907154,13.72
105,48,0.460692,27.02
105,36,0.462623,26.91
105,58,0.487583,25.53
105,78,0.572015,21.76
105,27,0.528206,23.57
105,13,0.619831,20.08
105,45,0.572975,21.73
105,26,0.468345,26.58
105,91,0.861981,14.44
105,5,0.623919,19.95
105,14,0.35656,34.91
105,89,0.874471,14.24
105,20,0.461126,27.0
105,93,0.675053,18.44
106,36,0.396018,0.0
106,9,0.629167,0.0
106,46,0.964348,0.0
106,63,0.3045,0.0
106,61,0.777115,0.0
106,10,0.443522,0.0
106,88,0.55271,0.0
106,17,0.684165,0.0
106,77,0.662368,0.0
106,8,0.824736,0.0
106,67,0.780892,0.0
106,34,0.789252,0.0
106,22,0.878734,0.0
106,80,0.592066,0.0
106,82,0.803312,0.0
106,47,0.400562,0.0
106,90,0.8938,0.0
106,75,0.675656,0.0
106,45,0.654654,0.0
106,52,0.716532,0.0
106,94,0.846031,0.0
106,60,0.865868,0.0
106,55,0.695124,0.0
106,97,0.634854,0.0
106,43,0.423973,0.0
106,71,0.377694,0.0
106,20,0.62981,0.0
106,19,0.594213,0.0
106,28,0.347436,0.0
106,84,0.738615,0.0
106,76,0.564186,0.0
106,16,0.691244,0.0
106,41,0.808942,0.0
106,62,0.285635,0.0
106,3,0.407824,0.0
106,91,0.38388,0.0
106,24,0.105674,0.01
106,0,0.728272,0.0
106,50,0.674038,0.0
106,42,0.4322,0.0
106,98,0.97945,0.0
106,49,0.384303,0.0
106,59,0.836427,0.0
106,35,0.687293,0.0
106,58,0.752704,0.0
106,81,0.881183,0.0
106,11,0.289939,0.0
106,38,0.775569,0.0
106,14,0.600887,0.0
106,15,0.615497,0.0
106,87,0.521568,0.0
106,57,0.936408,0.0
106,93,0.770656,0.0
106,74,0.994272,0.0
106,33,0.728462,0.0
106,39,0.704919,0.0
106,31,0.497339,0.0
106,6,0.79907,0.0
106,23,0.427229,0.0
106,12,0.453292,0.0
106,64,0.436518,0.0
106,86,0.56341,0.0
106,26,0.472722,0.0
106,72,0.644407,0.0
106,85,0.927555,0.0
106,79,0.614561,0.0
106,37,0.653078,0.0
106,99,0.563648,0.0
106,56,0.744751,0.0
106,83,0.402121,0.0
106,13,1.0,0.0
106,30,0.76445,0.0
106,21,0.532986,0.0
106,53,0.685901,0.0
106,70,0.543613,0.0
106,1,0.913268,0.0
106,51,0.431087,0.0
106,27,0.858437,0.0
106,4,0.71984,0.0
106,68,0.3177,0.0
106,7,0.596635,0.0
106,65,0.558565,0.0
106,66,0.458353,0.0
106,18,0.585528,0.0
106,54,0.828151,0.0
106,95,0.646187,0.0
106,25,0.150588,0.01
106,92,0.653917,0.0
107,46,0.55124,264.88
107,41,0.40981,356.29
107,65,0.709532,205.78
107,95,0.654939,222.94
107,12,0.472501,309.02
107,62,0.637272,229.12
107,4,0.433205,337.05
107,67,0.775816,188.2
107,28,0.311891,468.15
107,30,0.309572,471.65
107,44,0.67991,214.75
107,8,0.803078,181.81
107,37,0.688436,212.09
107,82,0.4506,324.04
107,85,0.513184,284.52
107,23,0.834643,174.94
107,33,0.546869,266.99
107,34,0.778432,187.57
107,81,0.520986,280.26
107,78,0.242285,602.64
107,52,0.153769,949.54
107,51,0.360266,405.29
107,31,0.925071,157.84
107,93,0.610565,239.14
107,5,0.501302,291.26
107,76,0.43805,333.32
107,83,0.250878,582.0
107,45,0.954296,153.0
107,27,0.632195,230.96
107,70,0.713385,204.67
107,2,0.79365,183.97
107,86,0.640666,227.9
107,53,0.729178,200.24
107,63,0.456092,320.13
107,21,0.5843,249.89
107,40,0.526588,277.28
107,13,0.485349,300.84
107,19,0.718849,203.12
107,0,0.315239,463.17
107,43,0.386726,377.56
107,36,0.601881,242.59
107,24,0.513862,284.14
107,7,0.913559,159.83
107,47,0.604917,241.37
107,91,0.851694,171.44
107,3,1.0,146.01
107,59,0.74519,195.94
107,87,0.620432,235.34
107,32,0.822882,177.44
107,55,0.789,185.06
107,66,0.515919,283.01
107,74,0.936386,155.93
107,77,0.656512,222.4
107,61,0.625589,233.4
107,79,0.361632,403.75
107,80,0.975348,149.7
107,57,0.502882,290.35
107,25,0.669202,218.19
108,74,0.660406,72.33
108,63,0.724356,65.95
108,83,0.924295,51.68
108,2,0.840747,56.82
108,50,0.768119,62.19
108,17,0.704925,67.76
108,90,0.789076,60.54
108,78,0.47861,99.81
108,67,0.329014,145.19
108,8,0.810651,58.93
108,4,0.765909,62.37
108,72,0.285201,167.49
108,92,0.807504,59.16
108,61,0.554815,86.1
108,82,0.531822,89.82
108,45,0.528689,90.35
108,23,0.444698,107.42
108,54,0.707585,67.51
108,91,0.753122,63.43
108,95,0.769601,62.07
108,53,0.898758,53.15
108,47,0.102056,468.06
108,6,0.854474,55.9
108,68,0.810934,58.91
108,27,0.678173,70.44
108,79,0.723604,66.01
108,70,0.91845,52.01
108,11,0.746737,63.97
108,80,0.864137,55.28
108,20,0.280693,170.18
108,14,0.29671,160.99
108,37,0.610421,78.26
108,5,0.541009,88.3
108,56,0.787802,60.64
108,28,0.711928,67.1
108,60,0.46418,102.91
108,25,0.251147,190.2
108,3,0.604539,79.02
108,33,0.751075,63.6
108,43,0.429065,111.33
108,29,0.834373,57.25
108,81,0.663868,71.96
108,94,0.775876,61.57
108,48,0.693217,68.91
108,12,0.433654,110.15
108,76,0.180633,264.45
108,1,0.90685,52.68
108,55,0.690097,69.22
108,39,0.499809,95.57
108,0,0.602464,79.29
108,38,0.699037,68.33
108,9,0.209244,228.29
108,99,0.941582,50.73
108,62,0.486649,98.16
108,21,0.563738,84.74
108,42,0.855641,55.83
108,98,0.873033,54.72
108,88,0.708425,67.43
108,64,0.323767,147.54
108,96,0.177268,269.47
108,30,0.279177,171.11
108,71,0.650903,73.39
108,44,0.144476,330.63
108,18,0.631048,75.7
108,31,0.866818,55.11
108,36,0.639375,74.71
108,32,0.755793,63.2
108,73,0.26112,182.94
108,65,0.537887,88.81
108,19,0.754706,63.29
108,16,0.448276,106.56
108,22,0.908352,52.59
108,57,0.460781,103.67
108,26,0.596536,80.08
108,59,0.685958,69.64
108,51,0.969866,49.25
108,58,0.211211,226.17
108,40,0.783559,60.96
108,7,0.769452,62.08
108,97,0.750227,63.67
108,69,0.625212,76.4
108,84,0.806275,59.25
108,75,0.768067,62.19
108,46,0.375098,127.35
108,10,0.849127,56.26
108,35,0.758821,62.95
108,24,1.0,47.77
108,66,0.834007,57.28
108,41,0.463977,102.95
108,13,0.450061,106.14
108,15,0.360274,132.59
108,34,0.969363,49.28
108,52,0.322151,148.28
108,77,0.444528,107.46
108,93,0.39031,122.39
108,86,0.844143,56.59
108,49,0.634694,75.26
108,85,0.557881,85.63
109,58,0.899134,0.09
109,74,0.228852,0.36
109,44,0.446705,0.18
109,99,0.973829,0.08
109,19,0.486322,0.17
109,28,0.913771,0.09
109,66,0.527596,0.16
109,92,0.742044,0.11
109,80,0.685895,0.12
109,12,0.489,0.17
109,54,0.402223,0.2
109,87,0.768171,0.11
109,9,0.542386,0.15
109,16,0.104721,0.79
109,98,0.875,0.09
109,95,0.668315,0.12
109,10,0.646932,0.13
109,30,0.743346,0.11
109,41,0.560686,0.15
109,13,0.244262,0.34
109,91,0.139754,0.59
109,88,0.744961,0.11
109,82,0.532355,0.15
109,26,0.483551,0.17
109,6,0.409683,0.2
109,79,0.64055,0.13
109,3,0.308707,0.27
109,60,0.867464,0.09
109,42,0.559122,0.15
109,24,0.75052,0.11
109,47,0.32941,0.25
109,5,0.418422,0.2
109,22,0.522007,0.16
109,33,0.985244,0.08
109,51,0.300783,0.27
109,35,0.775326,0.11
109,36,0.407386,0.2
109,45,0.773872,0.11
109,46,0.478877,0.17
109,56,0.498266,0.17
109,75,0.66152,0.12
109,83,0.442546,0.19
109,85,1.0,0.08
109,8,0.229095,0.36
109,52,0.813332,0.1
109,61,0.361663,0.23
110,4,0.891947,0.29
110,44,0.699017,0.37
110,94,0.633609,0.41
110,80,0.338482,0.76
110,68,0.420522,0.61
110,6,0.895341,0.29
110,49,0.505153,0.51
110,96,1.0,0.26
110,61,0.36301,0.71
110,2,0.816697,0.32
110,73,0.720403,0.36
110,9,0.650909,0.4
110,32,0.818582,0.32
110,34,0.532753,0.48
110,55,0.501776,0.51
110,45,0.895962,0.29
110,39,0.580788,0.44
110,66,0.342958,0.75
110,87,0.20792,1.24
110,0,0.443837,0.58
110,97,0.235201,1.1
110,1,0.395557,0.65
110,5,0.539908,0.48
110,37,0.41164,0.63
110,99,0.54536,0.47
110,90,0.754979,0.34
110,76,0.601714,0.43
110,52,0.694052,0.37
110,81,0.425276,0.61
110,84,0.563921,0.46
110,71,0.665391,0.39
110,59,0.710878,0.36
110,93,0.782022,0.33
110,27,0.703693,0.37
110,89,0.416825,0.62
110,56,0.711011,0.36
110,98,0.812103,0.32
110,10,0.33007,0.78
110,23,0.49266,0.52
110,26,0.726258,0.36
110,78,0.682912,0.38
110,18,0.193411,1.34
110,57,0.499183,0.52
110,35,0.46001,0.56
110,65,0.681178,0.38
110,38,0.415667,0.62
110,88,0.52705,0.49
110,58,0.527474,0.49
110,25,0.513819,0.5
110,82,0.749536,0.34
110,8,0.261405,0.99
110,20,0.141122,1.83
110,28,0.386769,0.67
110,50,0.571545,0.45
110,3,0.889181,0.29
110,77,0.867059,0.3
110,12,0.347194,0.74
110,33,0.289463,0.89
111,87,0.628826,1.62
111,60,0.548074,1.86
111,22,0.448858,2.27
111,43,0.64896,1.57
111,77,0.664841,1.53
111,97,0.582232,1.75
111,44,0.847336,1.2
111,4,0.912851,1.11
111,12,0.980904,1.04
111,49,0.593592,1.71
111,95,0.876753,1.16
111,9,0.432363,2.35
111,93,0.416749,2.44
111,54,0.406826,2.5
111,78,0.80964,1.26
111,98,0.341538,2.98
111,67,1.0,1.02
111,7,0.743188,1.37
111,61,0.445872,2.28
111,79,0.870426,1.17
111,65,0.626718,1.62
111,18,0.689115,1.48
112,34,0.603321,0.08
112,76,0.481718,0.1
112,10,0.38915,0.12
112,21,0.405008,0.11
112,67,0.284585,0.16
112,55,0.936597,0.05
112,56,0.377287,0.12
112,96,0.921939,0.05
112,64,0.379676,0.12
112,62,0.509039,0.09
112,61,0.290685,0.16
112,32,0.75024,0.06
112,63,0.789472,0.06
112,68,0.319409,0.14
112,49,0.220215,0.21
112,78,0.915056,0.05
112,97,0.890328,0.05
112,6,0.735908,0.06
112,37,0.888909,0.05
112,2,0.500466,0.09
112,93,0.819258,0.06
112,48,0.377609,0.12
112,92,0.725783,0.06
112,98,0.530253,0.09
112,84,0.652583,0.07
112,75,0.642076,0.07
112,40,0.364802,0.13
112,23,0.661776,0.07
112,36,0.744636,0.06
112,12,0.389343,0.12
112,73,0.737015,0.06
112,90,0.570953,0.08
112,28,0.340464,0.13
112,9,0.570191,0.08
112,65,0.464487,0.1
112,82,0.800819,0.06
112,18,0.677181,0.07
112,1,0.533993,0.09
112,87,0.980413,0.05
112,86,0.174937,0.26
112,16,0.801646,0.06
112,4,0.538332,0.09
112,45,0.681995,0.07
112,0,0.855552,0.05
112,29,1.0,0.05
112,51,0.284683,0.16
112,91,0.918511,0.05
112,71,0.474549,0.1
112,58,0.768985,0.06
112,8,0.876835,0.05
112,38,0.793784,0.06
112,17,0.801575,0.06
112,15,0.43732,0.11
112,44,0.347046,0.13
112,47,0.67215,0.07
112,94,0.819874,0.06
112,3,0.874058,0.05
112,11,0.188822,0.24
112,27,0.813022,0.06
112,72,0.412648,0.11
112,95,0.317005,0.14
112,33,0.56657,0.08
112,53,0.892345,0.05
112,89,0.840803,0.05
112,25,0.277243,0.17
112,14,0.783432,0.06
112,22,0.748641,0.06
112,20,0.112626,0.41
112,60,0.995033,0.05
112,80,0.750552,0.06
112,52,0.951352,0.05
112,81,0.355811,0.13
112,42,0.843214,0.05
112,39,0.788664,0.06
112,30,0.38881,0.12
112,77,0.814891,0.06
112,35,0.649554,0.07
112,79,0.764615,0.06
112,43,0.84032,0.05
112,83,0.471564,0.1
112,59,0.331493,0.14
112,66,0.623662,0.07
112,41,0.639831,0.07
112,70,0.573972,0.08
112,99,0.809745,0.06
112,13,0.352721,0.13
112,24,0.732081,0.06
112,31,0.840094,0.05
112,57,0.361978,0.13
112,7,0.913299,0.05
112,85,0.395302,0.12
112,46,0.84918,0.05
113,49,0.535137,0.07
113,74,0.388895,0.1
113,36,0.842325,0.05
113,24,0.572221,0.07
113,55,0.92631,0.04
113,38,0.595688,0.06
113,26,0.650255,0.06
113,54,0.493933,0.08
113,44,0.295658,0.13
113,86,0.686867,0.06
113,88,0.812381,0.05
113,96,0.105229,0.36
113,10,0.923352,0.04
113,84,0.477823,0.08
113,39,0.523819,0.07
113,40,0.574256,0.07
113,76,0.733797,0.05
113,35,0.793471,0.05
113,47,1.0,0.04
113,53,0.901796,0.04
113,70,0.273922,0.14
113,15,0.569182,0.07
113,81,0.657649,0.06
113,4,0.823097,0.05
113,69,0.996485,0.04
113,98,0.820648,0.05
113,90,0.716835,0.05
113,13,0.578091,0.07
113,37,0.629648,0.06
113,48,0.884205,0.04
